jira_id,affected versions,fixed version,commit date,created,resolution date
2017-12-18T19:26:03Z,9c381eb19761b7f768c1c7c06f529794c15e72ec,SYNCOPE-1252,2017-12-18T19:36:06.000+0000,[2.0.6],[2.0.7  2.1.0],2017-12-18T10:39:08.000+0000
2017-12-14T13:08:23Z,265b2a7d7b72634716c58be8d9890a0244888367,SYNCOPE-1251,2017-12-14T13:40:12.000+0000,[2.0.6],[2.0.7  2.1.0],2017-12-14T12:07:37.000+0000
2017-12-13T11:38:27Z,3df09968936118ce9a36ac438a8d0a6bf498990b,SYNCOPE-1250,2017-12-13T10:12:23.000+0000,[2.0.6],[2.0.7  2.1.0],2017-12-13T08:44:17.000+0000
2017-12-13T09:28:55Z,a69afb927da75431d4963fbf62ee124da4f0aa3f,SYNCOPE-1250,2017-12-13T10:12:23.000+0000,[2.0.6],[2.0.7  2.1.0],2017-12-13T08:44:17.000+0000
2017-12-12T00:21:28Z,87041307148d79b78a81ba0819f16bdc8a2401de,SYNCOPE-1248,2017-12-12T00:22:57.000+0000,[2.0.6],[2.0.7  2.1.0],2017-12-11T23:43:14.000+0000
2017-12-15T13:52:49Z,814fe4ae659b7c30137d87c83ac5cc2a50fae8fb,SYNCOPE-1247,2017-12-15T14:04:10.000+0000,[2.0.6],[2.0.7  2.1.0],2017-12-07T10:10:22.000+0000
2017-12-14T15:41:05Z,76c1140167e59386ad2854ffc7f5ba00fc21e503,SYNCOPE-1246,2017-12-14T15:58:02.000+0000,[2.0.6],[2.0.7  2.1.0],2017-12-07T10:02:57.000+0000
2017-12-06T11:06:19Z,068e696967fdfb81ba1c025dd5fd8b2a01835960,SYNCOPE-1244,2017-12-06T11:25:35.000+0000,[2.0.2],[2.0.7  2.1.0],2017-12-03T20:20:11.000+0000
2017-12-05T14:15:47Z,597a57f1ae4e36f93ed2fd9258d901a171f4f81a,SYNCOPE-1244,2017-12-06T11:25:35.000+0000,[2.0.2],[2.0.7  2.1.0],2017-12-03T20:20:11.000+0000
2017-12-01T13:56:35Z,f0018fe490d54397643edaa52a8d524472fca344,SYNCOPE-1241,2017-12-01T13:57:04.000+0000,[2.0.6],[2.0.7  2.1.0],2017-12-01T10:43:47.000+0000
2017-11-25T10:50:59Z,6b0423630a9bec2f7c393a4a196a063bfd07aeb2,SYNCOPE-1239,2017-11-25T10:53:55.000+0000,[2.0.6],[2.0.7  2.1.0],2017-11-25T10:49:10.000+0000
2017-11-20T07:54:52Z,30d90566dfe89adbeae9266ad0368b643a806087,SYNCOPE-1236,2017-11-17T10:43:21.000+0000,[2.0.6],[2.0.7  2.1.0],2017-11-15T14:48:04.000+0000
2017-11-17T10:42:44Z,a6cf810946f8f6073bf072af15673c24db6bca9d,SYNCOPE-1236,2017-11-17T10:43:21.000+0000,[2.0.6],[2.0.7  2.1.0],2017-11-15T14:48:04.000+0000
2017-11-15T11:06:52Z,37c709727e8f4833e38580404c0145d1472b91ef,SYNCOPE-1235,2017-11-15T11:09:10.000+0000,[2.0.6],[2.0.7  2.1.0],2017-11-15T08:20:04.000+0000
2017-11-15T10:31:55Z,16f955516f3320ab96771952210b84e7f059586b,SYNCOPE-1235,2017-11-15T11:09:10.000+0000,[2.0.6],[2.0.7  2.1.0],2017-11-15T08:20:04.000+0000
2017-11-10T16:20:08Z,3e7fe07fa39e497353d030debe6eb5a7fe1dee11,SYNCOPE-1233,2017-11-10T16:23:33.000+0000,[2.0.6  2.0.7],[2.0.7  2.1.0],2017-11-09T08:41:19.000+0000
2017-11-02T14:36:21Z,cd731aa1b81664539bc7f818d6e111ad4e697d1a,SYNCOPE-1232,2017-11-02T14:37:14.000+0000,[2.0.6],[2.0.7  2.1.0],2017-11-02T13:13:45.000+0000
2017-11-15T16:02:37Z,33daf27daa55a3dac382f811f916b4d9e5679b65,SYNCOPE-1231,2017-11-15T16:03:52.000+0000,[2.0.6],[2.0.7  2.1.0],2017-10-31T08:56:57.000+0000
2017-11-15T14:02:24Z,5e83b3787c374893ccbe5ab8dab30b450d2a2a42,SYNCOPE-1230,2017-11-15T14:06:14.000+0000,[2.0.6],[2.0.7  2.1.0],2017-10-31T08:51:31.000+0000
2017-11-15T08:29:13Z,4434d414511f9b730616dca0384d71321df971f5,SYNCOPE-1229,2017-11-15T09:49:44.000+0000,[2.0.6],[2.0.7  2.1.0],2017-10-31T08:46:30.000+0000
2017-11-13T11:44:52Z,e7f03f43dbe72d036a6df1da56dc0db26045dcae,SYNCOPE-1227,2017-11-13T11:46:40.000+0000,[2.0.6],[2.0.7  2.1.0],2017-10-27T09:58:23.000+0000
2017-11-27T10:45:08Z,c6847708ca13e94c5b0b9f9d974c380fc2cd7e90,SYNCOPE-1226,2017-11-27T11:17:18.000+0000,[2.0.6],[2.0.7  2.1.0],2017-10-24T14:06:26.000+0000
2017-10-16T09:14:32Z,fdc991aa67cb9d3093948d7bb87f6b70317aa825,SYNCOPE-1224,2017-10-16T08:41:52.000+0000,[2.0.6],[2.0.7  2.1.0],2017-10-16T08:28:56.000+0000
2017-10-16T08:40:21Z,a799dbc0bbcce4635ab41cd8e6867431aa434702,SYNCOPE-1224,2017-10-16T08:41:52.000+0000,[2.0.6],[2.0.7  2.1.0],2017-10-16T08:28:56.000+0000
2017-10-12T12:27:18Z,761d1045e5d0ce147271f1780b15d635117e056a,SYNCOPE-1223,2017-10-12T12:35:20.000+0000,[2.0.6],[2.0.7  2.1.0],2017-10-12T09:21:26.000+0000
2017-10-11T12:04:27Z,df35f9ca9009a3a51f43d9d8643c73b80162cfde,SYNCOPE-1222,2017-10-11T12:23:34.000+0000,[2.0.6],[2.0.7  2.1.0],2017-10-11T10:09:49.000+0000
2017-10-04T12:06:15Z,436153b3a0c3d4421b33288263c09521e51eee71,SYNCOPE-1217,2017-10-04T12:08:59.000+0000,[2.0.5],[2.0.6  2.1.0],2017-10-04T10:47:48.000+0000
2017-10-02T08:54:36Z,17a8eb5d99a84608a64927b00e7d9352d640517e,SYNCOPE-1216,2017-10-02T08:54:59.000+0000,[],[2.1.0],2017-10-02T08:45:57.000+0000
2017-09-28T09:41:40Z,e7656e11b4125f33d7fb9cde0db31288b653582f,SYNCOPE-1215,2017-09-28T09:42:09.000+0000,[2.0.5],[2.0.6  2.1.0],2017-09-27T13:55:11.000+0000
2017-09-27T13:05:56Z,4fe8d084a6aa51fbf7fbfbf025b100df162bd27a,SYNCOPE-1214,2017-09-27T13:06:18.000+0000,[2.0.5],[2.0.6  2.1.0],2017-09-27T12:34:09.000+0000
2017-10-03T06:46:40Z,a23abdf3eae907839a64ce7f9f82d6296626f38a,SYNCOPE-1213,2017-10-03T06:51:33.000+0000,[2.0.5],[2.0.6  2.1.0],2017-09-26T17:54:40.000+0000
2017-10-02T14:10:21Z,cf9a1881eac25e0e24c516faed1ce3df66d73596,SYNCOPE-1213,2017-10-03T06:51:33.000+0000,[2.0.5],[2.0.6  2.1.0],2017-09-26T17:54:40.000+0000
2017-09-28T15:43:33Z,79d51b332855de2d07bbfc2afb639d74bd1cb27e,SYNCOPE-1213,2017-10-03T06:51:33.000+0000,[2.0.5],[2.0.6  2.1.0],2017-09-26T17:54:40.000+0000
2017-09-22T04:26:37Z,d4e098a2916d37824174b026ee7ae9f3004ba833,SYNCOPE-1211,2017-09-22T04:29:44.000+0000,[2.0.0  2.0.5],[2.0.6  2.1.0],2017-09-20T13:34:41.000+0000
2017-09-20T11:12:08Z,f292d86ab845a7d0a50327a4eaf1179352ce2f95,SYNCOPE-1210,2017-09-20T11:12:48.000+0000,[1.2.10  2.0.5],[1.2.11  2.0.6  2.1.0],2017-09-20T10:34:34.000+0000
2017-09-18T10:42:41Z,220a9464233cd9872ba6763fdf6f4fdf867d2581,SYNCOPE-1207,2017-09-14T16:23:38.000+0000,[2.0.5],[2.0.6  2.1.0],2017-09-12T14:15:24.000+0000
2017-09-14T16:22:46Z,928b90c934a11329e741306b50e83520290b9c80,SYNCOPE-1207,2017-09-14T16:23:38.000+0000,[2.0.5],[2.0.6  2.1.0],2017-09-12T14:15:24.000+0000
2017-09-08T13:41:54Z,5295039bb5443114822d288635589f8b24b43609,SYNCOPE-1206,2017-09-08T13:42:17.000+0000,[2.0.5],[2.0.6  2.1.0],2017-09-08T08:29:49.000+0000
2017-09-29T12:43:53Z,252285a8c9a0abef28338db22208d0ef79739d77,SYNCOPE-1205,2017-09-29T12:44:20.000+0000,[2.0.5],[2.0.6  2.1.0],2017-09-08T07:55:40.000+0000
2017-09-05T08:04:33Z,faba42e2ff3fb725bd05205e5c8b22930e8af7a1,SYNCOPE-1203,2017-09-05T08:04:51.000+0000,[2.0.5],[2.0.5  2.1.0],2017-09-04T15:50:19.000+0000
2017-09-05T07:34:41Z,df4bd83c9d4c8374991a57e33a496e93aeaa0f12,SYNCOPE-1199,2017-09-04T15:49:19.000+0000,[2.0.2  2.0.4],[2.0.5  2.1.0],2017-08-17T12:45:22.000+0000
2017-08-11T14:06:54Z,81515d7e243e8116409e2be2cb6bf036a305f988,SYNCOPE-1193,2017-08-11T14:07:51.000+0000,[2.0.4],[2.0.5  2.1.0],2017-08-10T13:23:40.000+0000
2017-12-05T09:19:56Z,228e10e28da14362733e9ad3901756526d0e5e5d,SYNCOPE-1190,2017-08-17T14:53:52.000+0000,[2.0.4],[2.0.5  2.1.0],2017-08-07T13:58:38.000+0000
2017-08-17T14:51:43Z,4f7cb969c55acf9b154923490279701984e17459,SYNCOPE-1190,2017-08-17T14:53:52.000+0000,[2.0.4],[2.0.5  2.1.0],2017-08-07T13:58:38.000+0000
2017-08-11T09:51:14Z,d91e41e12e5fcb0fef9c10649fc09c568e944e74,SYNCOPE-1190,2017-08-17T14:53:52.000+0000,[2.0.4],[2.0.5  2.1.0],2017-08-07T13:58:38.000+0000
2017-08-10T08:45:39Z,97744afe7fe103101ceca95294af51ed48333be3,SYNCOPE-1190,2017-08-17T14:53:52.000+0000,[2.0.4],[2.0.5  2.1.0],2017-08-07T13:58:38.000+0000
2017-08-08T10:40:45Z,b7458d070f88a18ea098dc0196177a502f0623ac,SYNCOPE-1189,2017-08-08T10:43:15.000+0000,[2.0.4],[2.0.5  2.1.0],2017-08-07T13:57:08.000+0000
2017-08-08T10:40:42Z,0d93a3a5bba32a9a544eaea12df72b2d165c51f8,SYNCOPE-1188,2017-08-08T10:41:09.000+0000,[2.0.4],[2.0.5  2.1.0],2017-08-07T13:49:15.000+0000
2017-08-01T07:28:48Z,13c046a29287b814c68b6620963bc850c9ce6f6c,SYNCOPE-1180,2017-07-31T14:51:35.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-28T13:09:53.000+0000
2017-07-31T14:49:10Z,7ad5d19b91e01544f076b980c1b26deae0184a79,SYNCOPE-1180,2017-07-31T14:51:35.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-28T13:09:53.000+0000
2017-07-28T13:50:03Z,2b4053df14d74e47c55ced76b713fc1baba0abda,SYNCOPE-1179,2017-07-28T13:50:38.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-28T11:58:56.000+0000
2017-08-02T07:32:06Z,89fe8311579a2079c33a17cadbdb9be8e172972f,SYNCOPE-1178,2017-08-02T07:33:02.000+0000,[],[2.0.5  2.1.0],2017-07-28T11:13:07.000+0000
2017-07-28T11:22:25Z,0e4eed03e565107d7aa2801bc892aa099926fd82,SYNCOPE-1175,2017-07-28T11:23:55.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-27T15:54:09.000+0000
2017-07-28T11:22:44Z,b41675a335a7d6b4d297f0cd332738c21a6c29ba,SYNCOPE-1174,2017-07-27T15:48:16.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-27T15:47:26.000+0000
2017-07-27T15:47:35Z,64ef5bf1800f699168f59fbd27be113c76cd0baa,SYNCOPE-1174,2017-07-27T15:48:16.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-27T15:47:26.000+0000
2017-07-31T15:02:03Z,b88a7565f964d476f4626efc722b49d551c2eaaf,SYNCOPE-1170,2017-07-31T15:45:04.000+0000,[],[2.0.5  2.1.0],2017-07-20T09:48:02.000+0000
2017-07-18T10:36:21Z,4214a38925ea07d6ab2a9d8bbf32fcd3fe0841d0,SYNCOPE-1168,2017-07-18T12:27:25.000+0000,[],[1.2.11  2.0.5  2.1.0],2017-07-18T10:02:10.000+0000
2017-07-28T16:03:02Z,aa85d990087bc16c3496f273629fb187a488bcfe,SYNCOPE-1166,2017-07-28T16:03:32.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-17T11:10:57.000+0000
2017-07-14T07:07:43Z,020a35c64aecb0afcda336bae815c4d3605aed22,SYNCOPE-1163,2017-07-14T07:08:02.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-14T06:59:45.000+0000
2017-07-13T14:22:54Z,715745275b0c8993f48d206231aaf0935f94d17b,SYNCOPE-1162,2017-07-13T14:24:33.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-13T10:30:54.000+0000
2017-07-12T13:42:46Z,3e90e38fd6519ac3b94a6ca3c4db9eab9434f1bd,SYNCOPE-1158,2017-07-12T13:43:17.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-12T08:49:03.000+0000
2017-07-14T11:05:35Z,8d2d9edc5af8b1017731c1c711f9e3b934f2896f,SYNCOPE-1151,2017-07-13T13:24:50.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-10T15:10:02.000+0000
2017-07-13T13:23:48Z,d7fbfe4862851bc5d7833dbb293c6b3f4b5185d5,SYNCOPE-1151,2017-07-13T13:24:50.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-10T15:10:02.000+0000
2017-07-11T08:03:51Z,bd5c1af88ab99432577cfa826b2a3ea6dc655418,SYNCOPE-1150,2017-07-11T08:04:19.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-10T13:38:39.000+0000
2017-07-06T08:32:52Z,d4cd448427ea2a147296159fd70712ead0a42a69,SYNCOPE-1149,2017-07-05T10:20:49.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-05T08:16:59.000+0000
2017-07-05T10:20:06Z,ffb78c0871ca6b99b39d67c6998438b3e9f832fb,SYNCOPE-1149,2017-07-05T10:20:49.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-05T08:16:59.000+0000
2017-07-05T08:17:16Z,0f5116c2fc4fa175ed0b7062dad000fa8c9f46d6,SYNCOPE-1149,2017-07-05T10:20:49.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-05T08:16:59.000+0000
2017-07-04T07:55:21Z,bbcfc41e012796023b4920151529abffaa942812,SYNCOPE-1141,2017-07-04T07:52:12.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-04T07:47:24.000+0000
2017-07-04T07:51:51Z,631740d6f18037c3d2438f938bcff9000d089e95,SYNCOPE-1141,2017-07-04T07:52:12.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-04T07:47:24.000+0000
2017-07-11T14:13:44Z,a7b54fa78606005a469f98758199f82212bb41bc,SYNCOPE-1140,2017-07-11T14:14:58.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-03T14:37:37.000+0000
2017-07-04T12:03:55Z,c86fb4e637120f7c3b71d9f70d29935eb55807e8,SYNCOPE-1139,2017-07-04T12:04:59.000+0000,[2.0.4],[2.0.5  2.1.0],2017-07-03T12:38:20.000+0000
2017-06-29T15:26:37Z,fedae9c765091c278026e84fa998c029578ab674,SYNCOPE-1135,2017-06-29T15:27:52.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-28T12:47:04.000+0000
2017-06-29T13:58:28Z,4e8680b3f11064035d7a2038e7d50d085145c78b,SYNCOPE-1134,2017-06-29T13:59:33.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-28T12:39:50.000+0000
2017-06-28T14:24:19Z,653afac686cc10a13bdd191b807b8f90e0b84e25,SYNCOPE-1133,2017-06-28T14:29:34.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-28T09:22:36.000+0000
2017-06-27T15:16:27Z,cfb6c638d570536233743cca16a5498dcceea6ce,SYNCOPE-1131,2017-06-27T15:16:59.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-27T15:08:33.000+0000
2017-06-27T15:38:13Z,53c54d7f13f2a60a5f44519bcc251bad097b0c28,SYNCOPE-1130,2017-06-27T15:47:43.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-27T14:16:04.000+0000
2017-06-27T14:22:24Z,c12106de4480d03c9b331ef72f5fa4a0bb65c246,SYNCOPE-1128,2017-06-27T14:31:19.000+0000,[1.1.8  1.2.10  2.0.3],[1.2.11  2.0.4  2.1.0],2017-06-27T14:09:17.000+0000
2017-06-28T14:40:01Z,b4713c15f9ea28bb108ee2e82d986a8011586c43,SYNCOPE-1125,2017-06-28T09:22:56.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-26T15:42:03.000+0000
2017-06-28T09:22:10Z,26fb9bdae50088dc69338b300d045212fe1d7d98,SYNCOPE-1125,2017-06-28T09:22:56.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-26T15:42:03.000+0000
2017-06-26T15:00:18Z,00617f7b9ad3ed540c8a1d4e22ab84b63f4a1158,SYNCOPE-1121,2017-06-26T15:00:56.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-23T13:12:59.000+0000
2017-06-22T05:09:05Z,16096f6d8a84aa55e49f76d91c6e453f84d28fb8,SYNCOPE-1114,2017-06-22T05:09:32.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-21T17:44:25.000+0000
2017-06-19T14:17:47Z,71e676b3869f646805c8595ec00c96ebb59f16b6,SYNCOPE-1112,2017-06-19T13:56:37.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-19T13:53:58.000+0000
2017-06-19T13:55:04Z,d4ecdf6bd7ee5a718b148c2b510bbf319b3b04a3,SYNCOPE-1112,2017-06-19T13:56:37.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-19T13:53:58.000+0000
2017-06-30T08:19:36Z,3ff021421d2d4a24d39cafc3f227063e941ac1a2,SYNCOPE-1111,2017-06-30T09:26:54.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-16T14:32:15.000+0000
2017-06-29T08:53:27Z,c50ee317670571c7e56e1066536ba99313327166,SYNCOPE-1110,2017-06-29T08:56:08.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-15T15:49:15.000+0000
2017-06-27T14:07:00Z,11ab8cb9a824efa48d5c98613b174ec2633dfa29,SYNCOPE-1110,2017-06-29T08:56:08.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-15T15:49:15.000+0000
2017-06-13T13:32:08Z,06f3fdd73e6b08f400d6551b4607d9527b70ef0d,SYNCOPE-1109,2017-06-13T13:36:59.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-13T13:26:05.000+0000
2017-06-13T14:02:03Z,9f979f6aa9f98b7fb79fd4bbf300f55aff661ff3,SYNCOPE-1108,2017-06-13T14:02:31.000+0000,[2.0.3  2.0.4],[2.0.4  2.1.0],2017-06-13T07:54:29.000+0000
2017-06-12T15:16:10Z,fc8a30b8573573b108208e459d92a45797fdf3c3,SYNCOPE-1107,2017-06-12T15:17:02.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-12T15:15:58.000+0000
2017-06-12T15:50:47Z,4f6c1dac9579ff8d697b609742821c310849ba85,SYNCOPE-1104,2017-06-12T15:51:35.000+0000,[2.0.3],[2.0.4  2.1.0],2017-06-06T09:48:39.000+0000
2017-06-01T09:53:24Z,2748d00bb3150b4fffdd0a85e081b7d39e3b1978,SYNCOPE-1101,2017-06-01T09:53:48.000+0000,[2.0.4],[2.0.4  2.1.0],2017-05-31T09:18:21.000+0000
2017-05-26T12:38:15Z,ca0fcf1b728c9c6937b55fd0a8bead1d91d3edb4,SYNCOPE-1099,2017-05-26T12:38:53.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-26T11:45:25.000+0000
2017-05-25T12:45:56Z,be35817fe645f4142c2d80be0ee55e36c156324f,SYNCOPE-1098,2017-05-25T12:47:09.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-25T12:05:14.000+0000
2017-05-24T14:55:52Z,5b2ce7178634958a889ae27eb2cef371c1f14d5d,SYNCOPE-1094,2017-05-24T14:56:24.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-24T13:09:21.000+0000
2017-05-24T13:40:42Z,73c7704002f96a8732a34e664049d24e704e88b7,SYNCOPE-1091,2017-05-24T13:42:17.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-24T09:29:28.000+0000
2017-05-24T09:16:23Z,87ac9bccbb9fab9003f36c1301ac72fade05ab16,SYNCOPE-1090,2017-05-24T09:16:45.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-24T08:44:34.000+0000
2017-05-22T17:36:21Z,5d1a0f00edc651d4a37e80ddd9a1bc1b24736e50,SYNCOPE-1089,2017-05-22T17:36:48.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-22T15:42:16.000+0000
2017-05-19T13:11:23Z,0171cbc096fe474723ff4f70f4136a63f4e3377b,SYNCOPE-1085,2017-05-19T13:11:49.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-19T12:36:23.000+0000
2017-05-25T13:53:06Z,36b786c041523de3779c7bb64fad1679e7c8db7e,SYNCOPE-1082,2017-05-16T13:40:21.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-16T08:37:04.000+0000
2017-05-16T09:03:04Z,9fc62b668a300567cb3e3d6c468187226e387663,SYNCOPE-1082,2017-05-16T13:40:21.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-16T08:37:04.000+0000
2017-05-26T14:04:13Z,7e0d6775047d2bf66fa9978f4a5385ab3f5b45fb,SYNCOPE-1081,2017-05-23T09:51:18.000+0000,[2.0.4],[2.0.4  2.1.0],2017-05-12T09:07:51.000+0000
2017-05-23T09:50:58Z,67568240f72b2bbadf151818f7aa20de24266d80,SYNCOPE-1081,2017-05-23T09:51:18.000+0000,[2.0.4],[2.0.4  2.1.0],2017-05-12T09:07:51.000+0000
2017-05-15T15:57:17Z,66f665191a0ee64f1fe87693d66bb23a23e6184d,SYNCOPE-1081,2017-05-23T09:51:18.000+0000,[2.0.4],[2.0.4  2.1.0],2017-05-12T09:07:51.000+0000
2017-05-09T16:49:00Z,c1cd3fe9ad12227d58de5adac666d569c9c29876,SYNCOPE-1079,2017-05-09T16:49:33.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-09T16:47:52.000+0000
2017-05-09T13:16:52Z,b34ff3f7e52567eb5a8506e500ed38e8bd1592cb,SYNCOPE-1078,2017-05-09T13:17:20.000+0000,[2.0.4],[2.0.4  2.1.0],2017-05-09T10:52:35.000+0000
2017-05-08T13:54:02Z,2f65c14fcd681d1e2e798e4563c6eaa07b5def9f,SYNCOPE-1076,2017-05-08T14:06:56.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-08T08:03:28.000+0000
2017-05-05T13:48:37Z,018fa9771adee2788be0ba3357c31cdc5da17cba,SYNCOPE-1075,2017-05-08T12:47:53.000+0000,[2.0.3],[2.0.4  2.1.0],2017-05-05T13:42:35.000+0000
2017-04-26T12:13:29Z,cad371cec6676b68cc82bc0aa5c44e5bbeb8aeab,SYNCOPE-1071,2017-04-26T12:15:58.000+0000,[2.0.3],[2.0.4  2.1.0],2017-04-26T10:53:36.000+0000
2017-04-21T11:04:25Z,16029366613c0534ea77828bec02c7cd607fb223,SYNCOPE-1070,2017-04-21T11:04:54.000+0000,[1.2.10  2.0.3],[1.2.11  2.0.4  2.1.0],2017-04-21T11:01:46.000+0000
2017-04-20T14:55:47Z,51ae1d5ef0e1055f9789cc36bd85bbf28cd6413f,SYNCOPE-1069,2017-04-20T14:45:56.000+0000,[],[2.0.4  2.1.0],2017-04-20T12:57:59.000+0000
2017-04-20T14:44:41Z,dd034efbed63740853de1335a12a17de73547ea9,SYNCOPE-1069,2017-04-20T14:45:56.000+0000,[],[2.0.4  2.1.0],2017-04-20T12:57:59.000+0000
2017-04-18T08:43:01Z,aa36e2ab5f5e9a14cca5f851588de01c190ce2ff,SYNCOPE-1066,2017-04-18T08:44:29.000+0000,[2.0.2],[2.0.4  2.1.0],2017-04-14T08:34:38.000+0000
2017-04-06T12:32:01Z,f0e0199fc70774bcab8e2bfb0304cf0a05d15728,SYNCOPE-1062,2017-04-06T12:32:33.000+0000,[2.0.2],[2.0.3  2.1.0],2017-04-06T10:10:00.000+0000
2017-04-10T07:02:22Z,fad07ef43d271a302f1b3fb5c99ee6dc68cfdbff,SYNCOPE-1060,2017-04-10T07:07:53.000+0000,[2.0.2],[2.0.3  2.1.0],2017-04-05T16:46:14.000+0000
2017-04-07T14:57:54Z,dbf07add3dbca0b3a99993e9153bfbfa72b417ea,SYNCOPE-1060,2017-04-10T07:07:53.000+0000,[2.0.2],[2.0.3  2.1.0],2017-04-05T16:46:14.000+0000
2017-04-05T11:10:32Z,c8cef3d92dda92a3c8f81e1740928789d1641d89,SYNCOPE-1057,2017-04-05T10:42:38.000+0000,[2.0.3],[2.0.3  2.1.0],2017-04-04T13:48:44.000+0000
2017-04-05T10:03:34Z,4a82fb302b08e05360adc30e56780f180e97f8cd,SYNCOPE-1057,2017-04-05T10:42:38.000+0000,[2.0.3],[2.0.3  2.1.0],2017-04-04T13:48:44.000+0000
2017-04-03T12:08:48Z,4ba66c335f5ab7bc7f51ea2ef1568ad03b299eda,SYNCOPE-1052,2017-04-03T12:19:20.000+0000,[],[2.0.3  2.1.0],2017-03-30T15:17:37.000+0000
2017-03-28T14:15:01Z,b980a496e59371b19903bf5d9a0bacec874c10b4,SYNCOPE-1051,2017-03-28T07:31:33.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-28T07:08:53.000+0000
2017-03-28T07:31:05Z,5e79f86b5fa6ad6c155a0e234a7b6808ce69b3cf,SYNCOPE-1051,2017-03-28T07:31:33.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-28T07:08:53.000+0000
2017-03-21T13:48:40Z,2a7358f452a3a8d65353a4d04bf445caabf39a73,SYNCOPE-1049,2017-03-21T13:49:05.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-21T11:57:28.000+0000
2017-03-17T15:59:49Z,9fe5a756115a1caafee3261d914c6b3d4788503c,SYNCOPE-1048,2017-03-17T16:01:25.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-17T15:31:52.000+0000
2017-03-14T11:21:58Z,af37b2ba93809d61fd0b65ef6f106c4e5f281ecf,SYNCOPE-1046,2017-03-14T11:22:34.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-14T11:21:11.000+0000
2017-03-14T08:20:23Z,750c789aa2e79559ce0f5f875082473c11be8153,SYNCOPE-1045,2017-03-14T08:21:05.000+0000,[2.0.3  2.1.0],[2.0.3  2.1.0],2017-03-14T08:19:18.000+0000
2017-03-13T15:49:24Z,a0ffad75eeb166590f05f2d80d043c56b620023c,SYNCOPE-1044,2017-03-13T15:50:33.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-13T15:03:21.000+0000
2017-03-14T11:21:51Z,d5f925f48b431cbd36ed32dc119501361b8b7c94,SYNCOPE-1043,2017-03-10T12:51:48.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-07T14:22:09.000+0000
2017-03-10T12:51:18Z,aa8e9f1e6e3797d40665855ee7cf13ab64c11e2c,SYNCOPE-1043,2017-03-10T12:51:48.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-07T14:22:09.000+0000
