jira_id,affected versions,fixed version,commit date,created,resolution date
2013-12-04T08:12:14Z,48798d615bba77ccbdd6f8857ad101ccf7cde9bd,SYNCOPE-457,2013-12-04T08:25:25.000+0000,[1.1.5  1.2.0-M1],[1.2.0-M1],2013-12-03T02:25:08.000+0000
2013-12-03T07:53:10Z,f9aef233e493e3ed47f9011ede1b94441272c9f9,SYNCOPE-456,2013-12-03T12:22:37.000+0000,[1.2.0-M1],[],2013-12-02T14:33:19.000+0000
2013-12-04T11:46:48Z,0e2dfae7c29c375e22427df4655bc102a0808f0a,SYNCOPE-455,2013-12-04T11:48:37.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T12:17:33.000+0000
2013-12-04T15:34:14Z,8c4a227edd50fa0e35dbc77038a7ca2a6a35b3ee,SYNCOPE-454,2013-12-04T15:35:21.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T11:58:00.000+0000
2013-12-04T14:43:48Z,8beb540ecfc37e38778d6aab24b185a30395f9ff,SYNCOPE-454,2013-12-04T15:35:21.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T11:58:00.000+0000
2013-12-03T13:40:22Z,1f4059be5aff6d8023baa519840eee4eb5ff6ea2,SYNCOPE-452,2013-12-03T13:41:14.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T08:26:29.000+0000
2013-12-03T13:27:06Z,7568625dd9de4c9bff6b1a7a908e85546d5b22db,SYNCOPE-452,2013-12-03T13:41:14.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2013-11-29T08:26:29.000+0000
2013-11-21T10:08:37Z,81a069506a0a2607961b4d112575dcf9300aae4b,SYNCOPE-440,2013-11-21T10:09:13.000+0000,[1.1.3],[1.1.5  1.2.0-M1],2013-11-15T06:33:33.000+0000
2013-11-21T09:51:46Z,361b589a9b408c0e1032517d2924c6352cc3b415,SYNCOPE-440,2013-11-21T10:09:13.000+0000,[1.1.3],[1.1.5  1.2.0-M1],2013-11-15T06:33:33.000+0000
2013-11-13T12:05:38Z,43ffb320a49416a2a052536bebb52f4ebb646619,SYNCOPE-437,2013-11-13T12:06:53.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-13T08:46:33.000+0000
2013-11-13T11:49:09Z,6fc66e149196d80cf614c9d845596493e4fcd491,SYNCOPE-437,2013-11-13T12:06:53.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-13T08:46:33.000+0000
2013-11-18T16:40:25Z,1ac7ccc16f2210c5552bc2c2ac97d85545400cf6,SYNCOPE-436,2013-11-18T16:59:03.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-12T10:53:51.000+0000
2013-11-18T16:35:55Z,dab16ce325b527a03ed2347cf7c54d45691674c7,SYNCOPE-436,2013-11-18T16:59:03.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-12T10:53:51.000+0000
2013-11-18T08:13:31Z,25d8c0d6b7c76bacf4c229ae4cba1b393a9c38c1,SYNCOPE-436,2013-11-18T16:59:03.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-12T10:53:51.000+0000
2013-11-12T08:55:31Z,3ff71d74363f119a4378a152d5125348dc79060f,SYNCOPE-435,2013-11-12T08:57:56.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-08T15:17:04.000+0000
2013-11-11T16:56:53Z,c490cf6fa52bf0cce6574b074af60e441b599f95,SYNCOPE-435,2013-11-12T08:57:56.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-08T15:17:04.000+0000
2013-11-07T16:40:03Z,3d0363f62bd3e7bad37bcd8dea70385dce7fa99f,SYNCOPE-434,2013-11-07T16:40:51.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-07T15:27:05.000+0000
2013-11-07T16:35:55Z,3736919b3e7fc2b0824faa710bcec7d3868d8617,SYNCOPE-434,2013-11-07T16:40:51.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-07T15:27:05.000+0000
2013-11-07T15:21:53Z,1fa232ccb536915f1b37c30325392000bf666f95,SYNCOPE-433,2013-11-07T15:22:40.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-07T14:14:14.000+0000
2013-11-07T15:12:44Z,133c6b04971522d2123e5a394089e3fdd8cd7495,SYNCOPE-433,2013-11-07T15:22:40.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-11-07T14:14:14.000+0000
2013-10-25T08:40:09Z,43485c73714d1d17f4fc0b124197214a86c41902,SYNCOPE-426,2013-10-25T08:40:56.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-10-25T08:03:03.000+0000
2013-10-25T08:27:12Z,fcba4ceb069085f6aa7bb33050d7d77ef476be94,SYNCOPE-426,2013-10-25T08:40:56.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-10-25T08:03:03.000+0000
2013-10-01T14:49:23Z,1cf3bb8914d365aa35cd253385ea51709538cb8e,SYNCOPE-419,2013-10-01T14:50:29.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-10-01T14:28:19.000+0000
2013-10-01T14:35:11Z,751cf78a522213d1af8d616492a223a32f37cbf8,SYNCOPE-419,2013-10-01T14:50:29.000+0000,[1.1.4],[1.1.5  1.2.0-M1],2013-10-01T14:28:19.000+0000
2013-09-20T13:54:58Z,f6bbf957ab7f69d35785ee7dd4a3e3a6ccb42be9,SYNCOPE-418,2013-09-20T13:56:34.000+0000,[1.1.3],[1.1.4  1.2.0-M1],2013-09-20T09:21:05.000+0000
2013-09-20T13:29:10Z,34c180e0184d9257d42e0f457674ef3defd0fc2c,SYNCOPE-418,2013-09-20T13:56:34.000+0000,[1.1.3],[1.1.4  1.2.0-M1],2013-09-20T09:21:05.000+0000
2013-09-20T13:10:25Z,7df0dce62a55b82d7f1d637ba61cd69f418c3b2a,SYNCOPE-418,2013-09-20T13:56:34.000+0000,[1.1.3],[1.1.4  1.2.0-M1],2013-09-20T09:21:05.000+0000
2013-09-20T08:26:37Z,65d40b7bf12cd0592479eeab46654a7caef370c7,SYNCOPE-417,2013-09-20T08:28:10.000+0000,[1.1.3],[1.1.4  1.2.0-M1],2013-09-20T07:26:23.000+0000
2013-09-20T08:25:54Z,b20e8370f55cdfdc09b0a295720562e64fd265a5,SYNCOPE-417,2013-09-20T08:28:10.000+0000,[1.1.3],[1.1.4  1.2.0-M1],2013-09-20T07:26:23.000+0000
2013-09-18T08:26:40Z,bbe1419b837ac95b841c62588a388f321d4a9fbd,SYNCOPE-414,2014-01-28T08:20:00.000+0000,[1.2.0-M1],[1.2.0-M1],2013-09-18T08:23:49.000+0000
2013-09-18T12:11:04Z,ab494d7fa8987a9c073207679f52399a7c670a6d,SYNCOPE-412,2013-09-18T12:12:52.000+0000,[1.1.3],[1.1.4],2013-09-16T13:41:06.000+0000
2013-07-22T07:37:47Z,5bc5444d4197f9a2cadc73282430885d89860a8b,SYNCOPE-404,2013-07-22T07:38:34.000+0000,[1.1.0  1.1.3],[1.1.4  1.2.0-M1],2013-07-19T21:25:56.000+0000
2013-07-22T07:36:46Z,d662963a4d863f886eeac214507e9764f1ba1645,SYNCOPE-404,2013-07-22T07:38:34.000+0000,[1.1.0  1.1.3],[1.1.4  1.2.0-M1],2013-07-19T21:25:56.000+0000
2013-07-11T11:23:41Z,2275dca97b42c7b7e3b0c8bd52934268c10650c5,SYNCOPE-400,2013-07-11T11:24:21.000+0000,[1.0.8  1.1.2],[1.1.3  1.2.0-M1],2013-07-11T09:35:22.000+0000
2013-07-11T11:22:38Z,ac1ef5831d010bd782eca6a3936169d3776f4b5f,SYNCOPE-400,2013-07-11T11:24:21.000+0000,[1.0.8  1.1.2],[1.1.3  1.2.0-M1],2013-07-11T09:35:22.000+0000
2013-07-04T14:22:02Z,9d01f95ffdf2ce861b5b8c166d210fea0329b5c9,SYNCOPE-399,2013-07-04T14:22:09.000+0000,[1.1.2  1.2.0-M1],[1.1.3  1.2.0-M1],2013-07-04T14:07:23.000+0000
2013-07-04T14:19:50Z,0b3ca4a98291be7bb1e2ff00b953438401d06cb3,SYNCOPE-399,2013-07-04T14:22:09.000+0000,[1.1.2  1.2.0-M1],[1.1.3  1.2.0-M1],2013-07-04T14:07:23.000+0000
2013-07-01T13:49:56Z,c8bdd8534794b955632fcf61bb46dbf9ee9bbcb0,SYNCOPE-398,2013-07-01T13:50:32.000+0000,[1.1.2],[1.1.3  1.2.0-M1],2013-07-01T13:08:32.000+0000
2013-07-01T13:49:13Z,5cca15db54f476bdf1039d884455c6a8927c09b9,SYNCOPE-398,2013-07-01T13:50:32.000+0000,[1.1.2],[1.1.3  1.2.0-M1],2013-07-01T13:08:32.000+0000
2013-06-27T11:43:39Z,00166b51c13ddafa7a38919a636e24f436d29d26,SYNCOPE-397,2013-06-27T11:44:04.000+0000,[1.1.2],[1.1.3  1.2.0-M1],2013-06-26T14:11:21.000+0000
2013-06-27T11:24:22Z,8e7e89fe62a2874b18a7e6cdd02b26232ec11ca8,SYNCOPE-397,2013-06-27T11:44:04.000+0000,[1.1.2],[1.1.3  1.2.0-M1],2013-06-26T14:11:21.000+0000
2013-06-24T14:29:45Z,dfcb2632e95583dc35cb99f4cac19a363bff4b82,SYNCOPE-396,2013-06-24T14:50:48.000+0000,[1.1.3],[1.1.3  1.2.0-M1],2013-06-24T13:37:20.000+0000
2013-06-12T14:24:11Z,b4254c8c2ae1051b8d1a295592cfc2b59404f480,SYNCOPE-394,2013-06-12T14:24:55.000+0000,[1.1.2],[1.1.3  1.2.0-M1],2013-06-12T13:57:25.000+0000
2013-06-12T14:20:13Z,9bd4a33024c080dfd62848fd887d39d62335931a,SYNCOPE-394,2013-06-12T14:24:55.000+0000,[1.1.2],[1.1.3  1.2.0-M1],2013-06-12T13:57:25.000+0000
2013-06-12T14:02:38Z,5af121463d1f29cf2fc4d0b38510492099f70fd8,SYNCOPE-394,2013-06-12T14:24:55.000+0000,[1.1.2],[1.1.3  1.2.0-M1],2013-06-12T13:57:25.000+0000
2013-06-07T10:42:01Z,21e8da23ee598d65af23213bc68e18f194f7ae05,SYNCOPE-387,2013-06-07T10:42:38.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T11:19:40.000+0000
2013-06-07T10:41:39Z,e742da5f3172cd914420d4a40fc1ea78932bbbbb,SYNCOPE-387,2013-06-07T10:42:38.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T11:19:40.000+0000
2013-06-03T09:01:57Z,0e33853a83ee61548d055928e2f8b2e688eb0773,SYNCOPE-386,2013-06-03T09:02:34.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T09:00:09.000+0000
2013-06-03T09:00:53Z,8ba9c866b3176e2d3729f0f9000dc4e2d241e6eb,SYNCOPE-386,2013-06-03T09:02:34.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T09:00:09.000+0000
2013-06-03T07:03:07Z,e9b32c5564805a386e89eee8e97516f5753fd2b3,SYNCOPE-385,2013-06-03T07:03:55.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T07:01:15.000+0000
2013-06-03T07:02:06Z,ff5e5547d5f8463566fa9dc3e70100fe590ecf0e,SYNCOPE-385,2013-06-03T07:03:55.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-06-03T07:01:15.000+0000
2013-05-31T13:48:50Z,6930e5c48beb2e2719062a12e0f66ae62bf01016,SYNCOPE-384,2013-05-31T13:49:43.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T12:49:46.000+0000
2013-05-31T13:47:10Z,1bcba4409333e831648a227459c38dfde5ab12de,SYNCOPE-384,2013-05-31T13:49:43.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T12:49:46.000+0000
2013-05-31T14:49:16Z,b97d26cb2fe86c99e9ac6dff60d177074009c7f2,SYNCOPE-383,2013-05-31T14:49:35.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T12:40:04.000+0000
2013-05-31T14:46:14Z,fbd31cd5dd2022c37d9cedff58898d9c9218bdc1,SYNCOPE-383,2013-05-31T14:49:35.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T12:40:04.000+0000
2013-05-31T16:07:14Z,25ad33a77ed4d3114260546f21c9dac36f1208e1,SYNCOPE-381,2013-05-31T16:08:10.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T10:34:40.000+0000
2013-05-31T16:06:05Z,b28b5843654e8b4c8975b7f8fb1491aba5f92412,SYNCOPE-381,2013-05-31T16:08:10.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-31T10:34:40.000+0000
2013-05-30T12:53:40Z,357ef239cff44078b63d5e576843f26b41a0f64d,SYNCOPE-376,2013-05-30T12:54:30.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-30T12:44:54.000+0000
2013-05-30T12:52:44Z,21221c19c5d9021beb2c3393e5110e25f3ff8b33,SYNCOPE-376,2013-05-30T12:54:30.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-30T12:44:54.000+0000
2013-05-29T06:53:34Z,f1a6ec238161db4f3637bc1bf9fb894ee8167b17,SYNCOPE-375,2013-05-29T06:54:14.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-28T15:32:52.000+0000
2013-05-29T06:52:48Z,bdcc744f427d20bf35a574e6266b754e233be651,SYNCOPE-375,2013-05-29T06:54:14.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-28T15:32:52.000+0000
2013-05-28T07:53:43Z,223db7ba16cd8413d1e6ab5a4ac5f06e30cb1307,SYNCOPE-373,2013-05-28T07:55:37.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-28T06:47:44.000+0000
2013-05-28T07:36:19Z,c057c0eb98c093d76663aae7f7ac43bf0efa18dd,SYNCOPE-373,2013-05-28T07:55:37.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-28T06:47:44.000+0000
2013-05-28T08:18:40Z,b15e4ed00543966b0d20e8886f78ac5b9146af8b,SYNCOPE-372,2013-05-28T08:18:43.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-27T16:08:50.000+0000
2013-05-28T08:13:57Z,f8ecef1fcfb758822771f41afa9907a8715ba372,SYNCOPE-372,2013-05-28T08:18:43.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-27T16:08:50.000+0000
2013-05-21T10:32:22Z,727fb9dece0d7aa789663a5acc762cbc80623e2f,SYNCOPE-371,2013-05-21T10:33:26.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-21T10:28:34.000+0000
2013-05-21T10:31:09Z,6321f920b4658c2c01a98d39a8dc3890544a02e8,SYNCOPE-371,2013-05-21T10:33:26.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-21T10:28:34.000+0000
2013-07-02T07:13:37Z,561a8c64f6810a81e941342106ac8b4afc51404c,SYNCOPE-370,2013-07-02T07:14:17.000+0000,[1.1.1],[1.1.3  1.2.0-M1],2013-05-08T10:11:06.000+0000
2013-07-02T07:12:56Z,a636677ea268cbc7d259c4de0013db0715985b08,SYNCOPE-370,2013-07-02T07:14:17.000+0000,[1.1.1],[1.1.3  1.2.0-M1],2013-05-08T10:11:06.000+0000
2013-05-09T09:06:44Z,4c4876ec440e826afbcb2f7c54b0b50d330b60c0,SYNCOPE-369,2013-05-09T09:07:24.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-07T08:13:18.000+0000
2013-05-09T09:05:54Z,9e710da83f0217367bb7052c320e3928f4038781,SYNCOPE-369,2013-05-09T09:07:24.000+0000,[1.1.1],[1.1.2  1.2.0-M1],2013-05-07T08:13:18.000+0000
2013-04-29T11:22:10Z,79dd23cfc384ebbc5fc656206d1aa583a82aaf05,SYNCOPE-368,2013-04-29T11:23:00.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-29T09:26:13.000+0000
2013-04-29T11:07:08Z,cfd67bed4cfbe194dd11bb15e72c1c72c7d2ca3f,SYNCOPE-368,2013-04-29T11:23:00.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-29T09:26:13.000+0000
2013-04-24T15:41:29Z,062d95c120c7ae0e3b727558e307dc462c22866c,SYNCOPE-365,2013-04-24T15:42:00.000+0000,[1.1.0  1.1.1],[1.1.1  1.2.0-M1],2013-04-24T12:23:10.000+0000
2013-04-19T15:14:03Z,87a4c00cfb48fa7b22ca89449cfcdaaeefaec5c7,SYNCOPE-364,2013-04-19T15:15:48.000+0000,[1.0.8  1.1.0],[1.0.9  1.1.1  1.2.0-M1],2013-04-19T14:21:57.000+0000
2013-04-19T15:10:25Z,41f8139113d1077feb667f6b33290d23c04a2279,SYNCOPE-364,2013-04-19T15:15:48.000+0000,[1.0.8  1.1.0],[1.0.9  1.1.1  1.2.0-M1],2013-04-19T14:21:57.000+0000
2013-04-19T14:00:15Z,71550a66e999af49729687fd90e72b39c186ba0b,SYNCOPE-363,2013-04-19T14:12:13.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-19T09:26:27.000+0000
2013-04-19T13:59:38Z,f4b36e580aa875b8384f6ad10abf53813f6be8fb,SYNCOPE-363,2013-04-19T14:12:13.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-19T09:26:27.000+0000
2013-04-19T09:34:32Z,aa1a7c6f90bc09bca2463649a944c8797a63cc7d,SYNCOPE-361,2013-04-19T08:29:20.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-19T08:26:22.000+0000
2013-04-19T08:28:41Z,9ab4a6fd4fc65670110170617ade40aa3a443480,SYNCOPE-361,2013-04-19T08:29:20.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-19T08:26:22.000+0000
2013-04-19T08:28:09Z,672cebff2fdee71d150721d522cfd4b537d8e724,SYNCOPE-361,2013-04-19T08:29:20.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-19T08:26:22.000+0000
2013-04-19T09:35:54Z,9bcc552c2593011fe9157a76adc5f7e9329f93c7,SYNCOPE-360,2013-04-19T09:38:44.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-18T18:32:17.000+0000
2013-04-15T12:05:49Z,132365ba6bac7c91df5100952a029325b19e78d8,SYNCOPE-358,2013-04-15T12:06:27.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-15T11:01:18.000+0000
2013-04-15T12:03:30Z,7f70d538778252a5f4b9706299305e59124c0acb,SYNCOPE-358,2013-04-15T12:06:27.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-15T11:01:18.000+0000
2013-04-15T11:56:08Z,a9ce3f6a4598436a72e02cc5ba2b2c26550e13a9,SYNCOPE-358,2013-04-15T12:06:27.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-15T11:01:18.000+0000
2013-04-24T15:20:13Z,26ab48865ae7cdbf5860130d76c1fe7391bb72d4,SYNCOPE-357,2013-04-24T15:21:12.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-15T10:43:31.000+0000
2013-04-24T15:19:22Z,800371ddec3f68603ed54f60bf72a2792ec4821c,SYNCOPE-357,2013-04-24T15:21:12.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-15T10:43:31.000+0000
2013-04-15T09:43:45Z,8bb662cbdafd618e1f9536b01afcd141c73862be,SYNCOPE-356,2013-04-15T09:44:39.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-14T16:48:13.000+0000
2013-04-15T09:43:06Z,5156537301a5905b543a09c9b6f5ef4d37b2c0fa,SYNCOPE-356,2013-04-15T09:44:39.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-14T16:48:13.000+0000
2013-04-24T13:30:44Z,adad7f32f34e4747a4da4545bf043b5ae7dcd456,SYNCOPE-354,2013-04-24T13:32:30.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-12T23:22:37.000+0000
2013-04-24T13:29:39Z,e717dc4d620c88df13831e36b263d6c97f82ce3e,SYNCOPE-354,2013-04-24T13:32:30.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-12T23:22:37.000+0000
2013-04-09T12:53:03Z,f9c5e26ef08dc852ac861835b3bdd7e983a55cd0,SYNCOPE-353,2013-04-09T12:54:20.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-09T10:53:38.000+0000
2013-04-09T12:52:34Z,d0701a9260409b740169bf1a98be0ba641d8bc81,SYNCOPE-353,2013-04-09T12:54:20.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-09T10:53:38.000+0000
2013-04-09T14:17:17Z,cefea78d6a7a5da3c5e9450afc63ff9c5969dc0b,SYNCOPE-352,2013-04-09T14:45:57.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-08T18:51:02.000+0000
2013-04-09T14:16:19Z,e988ecdbb2c5129743add2c1ad95fe9781949361,SYNCOPE-352,2013-04-09T14:45:57.000+0000,[1.1.0],[1.1.1  1.2.0-M1],2013-04-08T18:51:02.000+0000
2013-04-09T12:16:02Z,f632f56dd8786299ac4d2ef1bf22799bd0d84ecd,SYNCOPE-351,2013-04-09T12:16:43.000+0000,[1.0.7  1.1.0],[1.0.8  1.1.1  1.2.0-M1],2013-04-05T10:42:06.000+0000
2013-04-09T12:15:26Z,c6e7ac002b60ac457751b00a5bc9d683541aab0d,SYNCOPE-351,2013-04-09T12:16:43.000+0000,[1.0.7  1.1.0],[1.0.8  1.1.1  1.2.0-M1],2013-04-05T10:42:06.000+0000
2013-12-20T08:33:42Z,b41540a30aef6db0dfec2dbb36fc77b1f50ab73d,SYNCOPE-349,2013-12-20T08:34:24.000+0000,[1.0.7  1.1.0  1.2.0-M1],[1.2.0-M1],2013-04-03T10:23:29.000+0000
2013-12-20T08:31:14Z,dc9a5a8594e7b6dc377c9b42bfa4fbaea449fd7d,SYNCOPE-349,2013-12-20T08:34:24.000+0000,[1.0.7  1.1.0  1.2.0-M1],[1.2.0-M1],2013-04-03T10:23:29.000+0000
2013-12-17T15:00:07Z,90e89addb59464ed5eb311ba9a8c698788eaef46,SYNCOPE-349,2013-12-20T08:34:24.000+0000,[1.0.7  1.1.0  1.2.0-M1],[1.2.0-M1],2013-04-03T10:23:29.000+0000
2013-03-22T17:05:41Z,3272f8bd60a97678bd73f51111d8e033f34f3169,SYNCOPE-343,2013-03-22T17:07:06.000+0000,[1.1.0],[1.1.0],2013-03-22T16:11:42.000+0000
2013-03-22T11:13:29Z,972812f69d456c13320e02618c03f0f7a77c0dd7,SYNCOPE-342,2013-03-22T11:16:01.000+0000,[1.0.6  1.1.0],[1.0.7  1.1.0],2013-03-22T09:52:19.000+0000
2013-03-22T13:55:04Z,0438111af1088172eeb05c61d571dae2b80406b1,SYNCOPE-341,2013-03-22T13:56:25.000+0000,[1.0.6  1.1.0],[1.0.7  1.1.0],2013-03-21T07:48:43.000+0000
2013-03-19T15:20:42Z,aa9cd6b9da825787821443345ff58fc2182fa2f6,SYNCOPE-339,2013-03-19T15:21:53.000+0000,[1.0.7  1.1.0],[1.0.7  1.1.0],2013-03-19T12:10:35.000+0000
2013-03-19T15:06:51Z,dc893d8eee1231ae1832017e7eb3f963b6862138,SYNCOPE-338,2013-03-19T15:07:35.000+0000,[1.1.0],[1.1.0],2013-03-19T10:32:44.000+0000
2013-04-26T16:00:43Z,4cabd59ef5a9b4c73e910ba926e11cf360f4deee,SYNCOPE-336,2013-03-19T14:47:09.000+0000,[],[1.0.7  1.1.0],2013-03-11T13:35:26.000+0000
2013-03-19T14:30:32Z,e8a50c9ed1fa2e4638e6e2ca38fb0eba461676af,SYNCOPE-336,2013-03-19T14:47:09.000+0000,[],[1.0.7  1.1.0],2013-03-11T13:35:26.000+0000
2013-03-04T13:16:19Z,14ec17ba6b6f84021606a027737aef2a60d1159f,SYNCOPE-334,2013-03-04T13:20:38.000+0000,[1.1.0],[1.1.0],2013-03-04T12:52:12.000+0000
2013-03-04T15:52:51Z,2a53b46e56df3010c68334846bb8323a7d5d4e94,SYNCOPE-332,2013-03-04T15:54:50.000+0000,[1.0.5  1.0.6  1.1.0],[1.0.7  1.1.0],2013-03-03T19:37:03.000+0000
2013-03-05T14:42:42Z,edfb9edcaf52be6d5e2f1d616a861f85eb05d415,SYNCOPE-330,2013-03-05T14:43:33.000+0000,[1.1.0],[1.1.0],2013-03-01T15:10:28.000+0000
2013-03-15T13:14:59Z,4f0cb18b7c777dd41aa8205211a72b6cc217b8d6,SYNCOPE-329,2013-03-15T13:18:21.000+0000,[],[1.1.0],2013-02-28T11:36:22.000+0000
2013-03-05T15:34:56Z,621b948de0f62a2f55b7d8275ebf967931146d6a,SYNCOPE-328,2013-03-05T15:35:50.000+0000,[],[1.1.0],2013-02-28T11:20:54.000+0000
2013-03-01T16:22:16Z,a6aca3dfe827658d99523012c3c35ac13d4c5d11,SYNCOPE-327,2013-03-01T16:23:15.000+0000,[1.0.6  1.1.0],[1.1.0],2013-02-27T16:46:55.000+0000
2013-03-01T11:00:32Z,af601327fde094928d9e3d0f99e65030822d237c,SYNCOPE-327,2013-03-01T16:23:15.000+0000,[1.0.6  1.1.0],[1.1.0],2013-02-27T16:46:55.000+0000
2013-02-28T16:43:10Z,0b7fef8e539073a334e66f0b8ba8bb0e22f6301c,SYNCOPE-327,2013-03-01T16:23:15.000+0000,[1.0.6  1.1.0],[1.1.0],2013-02-27T16:46:55.000+0000
2013-02-28T12:32:17Z,bb9033956c9f5948628d4e2f2776fc0409533166,SYNCOPE-327,2013-03-01T16:23:15.000+0000,[1.0.6  1.1.0],[1.1.0],2013-02-27T16:46:55.000+0000
2013-02-27T17:06:13Z,5de9702f07815f52b1adda625e8d68139cecf295,SYNCOPE-327,2013-03-01T16:23:15.000+0000,[1.0.6  1.1.0],[1.1.0],2013-02-27T16:46:55.000+0000
2013-02-25T10:07:56Z,10182b41907082966302880aacb9350d0d957566,SYNCOPE-325,2013-02-25T10:08:34.000+0000,[1.0.5  1.1.0],[1.0.6  1.1.0],2013-02-25T10:05:33.000+0000
2013-02-22T16:31:19Z,da93d10e824868d652dbbd647253e60e4cf4e07e,SYNCOPE-323,2013-02-22T16:32:27.000+0000,[1.0.5  1.1.0],[1.1.0],2013-02-22T13:33:19.000+0000
2013-02-22T15:43:15Z,15202675bb8f5642b23cc02b647ab4f89382a1a8,SYNCOPE-322,2013-02-22T15:44:35.000+0000,[],[1.1.0],2013-02-22T11:15:32.000+0000
2013-02-21T16:26:16Z,6d4731d943f02d60565a98be1713bfadf9799898,SYNCOPE-321,2013-02-21T16:27:09.000+0000,[1.1.0],[1.1.0],2013-02-21T13:51:46.000+0000
2013-02-20T14:44:21Z,474f4f6ec2fc7177119014dffdc2c6d0b78ce083,SYNCOPE-320,2013-02-20T14:44:52.000+0000,[1.1.0],[1.1.0],2013-02-20T12:24:34.000+0000
2013-02-27T14:38:30Z,3fb90f478fbc16b061f078d94b8ae028d87b084b,SYNCOPE-318,2013-02-27T14:38:38.000+0000,[],[1.1.0],2013-02-19T10:08:20.000+0000
2013-02-18T14:44:40Z,9db99c23000bea004cdd8d4bf424683cd33c2132,SYNCOPE-317,2013-02-18T14:45:45.000+0000,[1.1.0],[1.1.0],2013-02-18T11:39:03.000+0000
2013-02-18T11:13:25Z,dd81cbff9f7a25f11b26c5c2c43b9c2d2ff4a13b,SYNCOPE-316,2013-02-18T11:14:24.000+0000,[1.0.5  1.1.0],[1.0.6  1.1.0],2013-02-18T08:23:44.000+0000
